,Name,Department,EOW,Cause of Death,Date,Year,Canine,Department Name,State
19971,Deputy Sheriff Todd Michael Widman,"Brown County Sheriff's Office, KS","Wednesday, March 1, 2000",Gunfire,2000-03-01,2000,False,Brown County Sheriff's Office, KS
19972,Patrolman Ward Lee Canfield,"Minneapolis Police Department, MN","Thursday, March 2, 2000",Gunfire,2000-03-02,2000,False,Minneapolis Police Department, MN
19973,Police Officer Jamie Allen Roussey,"Baltimore City Police Department, MD","Wednesday, March 8, 2000",Automobile accident,2000-03-08,2000,False,Baltimore City Police Department, MD
19974,"Patrolman Rupert Holliday Peete, Jr.","Shelby County Sheriff's Office, TN","Wednesday, March 8, 2000",Gunfire,2000-03-08,2000,False,Shelby County Sheriff's Office, TN
19975,Detective Randall Ross Kugler,"Miami-Dade Police Department, FL","Friday, March 10, 2000",Heart attack,2000-03-10,2000,False,Miami-Dade Police Department, FL
19976,Lieutenant James Roger Haddock,"Osceola County Sheriff's Office, FL","Sunday, March 12, 2000",Animal related,2000-03-12,2000,False,Osceola County Sheriff's Office, FL
19977,Police Officer Darrell Christopher Cooper,"Louisville Police Department, MS","Sunday, March 12, 2000",Automobile accident,2000-03-12,2000,False,Louisville Police Department, MS
19978,"Police Officer III Louis Villalobos, Jr.","Los Angeles Police Department, CA","Friday, March 17, 2000",Training accident,2000-03-17,2000,False,Los Angeles Police Department, CA
19979,Deputy Sheriff Ricky Leon Kinchen,"Fulton County Sheriff's Office, GA","Friday, March 17, 2000",Gunfire,2000-03-17,2000,False,Fulton County Sheriff's Office, GA
19980,Officer Brett C. Buckmister,"Arizona Department of Public Safety, AZ","Tuesday, March 21, 2000",Automobile accident,2000-03-21,2000,False,Arizona Department of Public Safety, AZ
19981,"Sergeant Nolan Williamson, Sr.","East Feliciana Parish Sheriff's Department, LA","Friday, March 24, 2000",Gunfire,2000-03-24,2000,False,East Feliciana Parish Sheriff's Department, LA
19982,Patrolman Oscar Domingo Perez,"San Antonio Police Department, TX","Friday, March 24, 2000",Gunfire,2000-03-24,2000,False,San Antonio Police Department, TX
19983,Corrections Officer Raymond J. Curtis,"New York State Department of Correctional Services, NY","Thursday, March 30, 2000",Accidental,2000-03-30,2000,False,New York State Department of Correctional Services, NY
19984,Lance Corporal David Travis Bailey,"South Carolina Highway Patrol, SC","Wednesday, April 5, 2000",Automobile accident,2000-04-05,2000,False,South Carolina Highway Patrol, SC
19985,Police Officer Jeffrey Lynn Azuar,"Vallejo Police Department, CA","Wednesday, April 12, 2000",Gunfire,2000-04-12,2000,False,Vallejo Police Department, CA
19986,Corrections Sergeant Michael Price,"New Jersey Department of Corrections, NJ","Wednesday, April 19, 2000",Heart attack,2000-04-19,2000,False,New Jersey Department of Corrections, NJ
19987,Sergeant Timothy Joe Hunt,"Alcoa Police Department, TN","Thursday, April 20, 2000",Motorcycle accident,2000-04-20,2000,False,Alcoa Police Department, TN
19988,Police Officer Kevon Malik Gavin,"Baltimore City Police Department, MD","Friday, April 21, 2000",Vehicular assault,2000-04-21,2000,False,Baltimore City Police Department, MD
19989,Officer Jason Wayne Cammack,"Kentucky State Police - Commercial Vehicle Enforcement Division, KY","Sunday, April 23, 2000",Automobile accident,2000-04-23,2000,False,Kentucky State Police - Commercial Vehicle Enforcement Division, KY
19990,Police Officer Daryle Wayne Black,"Long Beach Police Department, CA","Sunday, April 30, 2000",Gunfire,2000-04-30,2000,False,Long Beach Police Department, CA
19991,"Captain Herman Eugene Harris, Sr.","Louisiana Department of Corrections, LA","Thursday, May 4, 2000",Animal related,2000-05-04,2000,False,Louisiana Department of Corrections, LA
19992,Trooper Rick Lee Johnson,"Michigan State Police, MI","Saturday, May 6, 2000",Struck by vehicle,2000-05-06,2000,False,Michigan State Police, MI
19993,Park Ranger V Catherine E. Secor,"Washington State Parks and Recreation Commission, WA","Tuesday, May 9, 2000",Automobile accident,2000-05-09,2000,False,Washington State Parks and Recreation Commission, WA
19994,Investigator Hugo Fernando Arango,"Doraville Police Department, GA","Saturday, May 13, 2000",Gunfire,2000-05-13,2000,False,Doraville Police Department, GA
19995,"Trooper Robert Perez, Jr.","Ohio State Highway Patrol, OH","Monday, May 15, 2000",Automobile accident,2000-05-15,2000,False,Ohio State Highway Patrol, OH
19996,Police Officer Tanja Brigitte King,"Orlando Police Department, FL","Thursday, May 18, 2000",Automobile accident,2000-05-18,2000,False,Orlando Police Department, FL
19997,Lieutenant James Clark,"Clarke County Sheriff's Office, GA","Wednesday, May 24, 2000",Automobile accident,2000-05-24,2000,False,Clarke County Sheriff's Office, GA
19998,Police Officer José R. Ortiz Santiago,"Puerto Rico Police Department, PR","Friday, May 26, 2000",Automobile accident,2000-05-26,2000,False,Puerto Rico Police Department, PR
19999,Deputy Sheriff Edward R. Hoffman,"Marinette County Sheriff's Office, WI","Friday, May 26, 2000",Heart attack,2000-05-26,2000,False,Marinette County Sheriff's Office, WI
20000,Police Officer David A. Regan,"New York City Police Department, NY","Sunday, May 28, 2000",Automobile accident,2000-05-28,2000,False,New York City Police Department, NY
20001,"Police Officer William DeWayne Jones, Sr.","Austin Park Police Department, TX","Sunday, May 28, 2000",Gunfire,2000-05-28,2000,False,Austin Park Police Department, TX
20002,Trooper T. Michael Kelly,"New York State Police, NY","Wednesday, May 31, 2000",Automobile accident,2000-05-31,2000,False,New York State Police, NY
20003,Trooper Kenneth A. Poormon,"New York State Police, NY","Wednesday, May 31, 2000",Automobile accident,2000-05-31,2000,False,New York State Police, NY
20004,Sergeant Gregory Martin Sears,"Hampshire Police Department, IL","Thursday, June 1, 2000",Gunfire,2000-06-01,2000,False,Hampshire Police Department, IL
20005,Sergeant Alane M. Stoffregen,"Chicago Police Department, IL","Friday, June 2, 2000",Drowned,2000-06-02,2000,False,Chicago Police Department, IL
20006,"Patrol Officer Lewis D. Jones, Jr.","Forrest City Police Department, AR","Sunday, June 4, 2000",Gunfire,2000-06-04,2000,False,Forrest City Police Department, AR
20007,Corporal Dennis James Lyden,"Horry County Police Department, SC","Monday, June 5, 2000",Gunfire,2000-06-05,2000,False,Horry County Police Department, SC
20008,Sergeant Joe Allen Gamble,"Oklahoma Department of Corrections, OK","Tuesday, June 6, 2000",Stabbed,2000-06-06,2000,False,Oklahoma Department of Corrections, OK
20009,Deputy U.S. Marshal Peter Purdy Hillman,"United States Department of Justice - United States Marshals Service, US","Thursday, June 8, 2000",Automobile accident,2000-06-08,2000,False,United States Department of Justice - United States Marshals Service, US
20010,Private First Class Frank M. Fidazzo,"Morgantown Police Department, WV","Saturday, June 10, 2000",Bicycle accident,2000-06-10,2000,False,Morgantown Police Department, WV
20011,Deputy Kelly Joseph Vermeersch,"Huron County Sheriff's Department, MI","Sunday, June 11, 2000",Automobile accident,2000-06-11,2000,False,Huron County Sheriff's Department, MI
20012,"Police Officer Charles Joseph Bohlender, Jr.","Topeka Police Department, KS","Tuesday, June 13, 2000",Aircraft accident,2000-06-13,2000,False,Topeka Police Department, KS
20013,Police Officer Jeff William Howey,"Topeka Police Department, KS","Tuesday, June 13, 2000",Aircraft accident,2000-06-13,2000,False,Topeka Police Department, KS
20014,Corporal James Ronald Courville,"St. Martin Parish Sheriff's Office, LA","Tuesday, June 13, 2000",Automobile accident,2000-06-13,2000,False,St. Martin Parish Sheriff's Office, LA
20015,Deputy Sheriff I Brian Keith Heller,"Worcester County Sheriff's Office, MD","Wednesday, June 14, 2000",Automobile accident,2000-06-14,2000,False,Worcester County Sheriff's Office, MD
20016,Police Officer Jeff Adam Moritz,"Flagstaff Police Department, AZ","Wednesday, June 21, 2000",Gunfire,2000-06-21,2000,False,Flagstaff Police Department, AZ
20017,Deputy Sheriff Jason Lee Acton,"Randolph County Sheriff's Department, MO","Thursday, June 22, 2000",Gunfire,2000-06-22,2000,False,Randolph County Sheriff's Department, MO
20018,Jail Supervisor Leon Earl Egley,"Randolph County Sheriff's Department, MO","Thursday, June 22, 2000",Gunfire,2000-06-22,2000,False,Randolph County Sheriff's Department, MO
20019,Deputy Sheriff Steven Edward Parsons,"Orange County Sheriff's Department, CA","Saturday, June 24, 2000",Motorcycle accident,2000-06-24,2000,False,Orange County Sheriff's Department, CA
20020,Police Officer Wayne A. Leon,"Cleveland Police Department, OH","Sunday, June 25, 2000",Gunfire,2000-06-25,2000,False,Cleveland Police Department, OH
20021,Police Officer Kelmer Harwin One Feather,"Oglala Sioux Tribal Police, TR","Saturday, July 1, 2000",Assault,2000-07-01,2000,False,Oglala Sioux Tribal Police, TR
20022,Sergeant Melvin Grigley,"Atlanta Police Department, GA","Sunday, July 2, 2000",Gunfire,2000-07-02,2000,False,Atlanta Police Department, GA
20023,Police Officer William Harris Williams,"Miami Police Department, FL","Monday, July 3, 2000",Motorcycle accident,2000-07-03,2000,False,Miami Police Department, FL
20024,Sheriff William Howard Warren,"Hamilton County Sheriff's Department, IL","Monday, July 10, 2000",Automobile accident,2000-07-10,2000,False,Hamilton County Sheriff's Department, IL
20025,Police Officer William Jay Hetrick,"Clay Township Police Department, OH","Monday, July 10, 2000",Automobile accident,2000-07-10,2000,False,Clay Township Police Department, OH
20026,"Corporal Ferris Edward Catoe, III","Camden Police Department, SC","Monday, July 10, 2000",Automobile accident,2000-07-10,2000,False,Camden Police Department, SC
20027,Deputy Sheriff Gerald Monroe Gibson,"Hawkins County Sheriff's Department, TN","Thursday, July 13, 2000",Gunfire,2000-07-13,2000,False,Hawkins County Sheriff's Department, TN
20028,"Postal Inspector Robert Francis Jones, Jr.","United States Postal Inspection Service, US","Friday, July 14, 2000",Automobile accident,2000-07-14,2000,False,United States Postal Inspection Service, US
20029,Police Officer Shynelle Marie Mason,"Detroit Police Department, MI","Friday, July 14, 2000",Gunfire,2000-07-14,2000,False,Detroit Police Department, MI
20030,Sergeant Todd Jeffrey Stamper,"Crandon Police Department, WI","Saturday, July 15, 2000",Gunfire,2000-07-15,2000,False,Crandon Police Department, WI
20031,Chief of Police Joseph E. White,"Rich Square Police Department, NC","Sunday, July 16, 2000",Gunfire,2000-07-16,2000,False,Rich Square Police Department, NC
20032,Police Officer John M. Kelly,"New York City Police Department, NY","Monday, July 17, 2000",Vehicle pursuit,2000-07-17,2000,False,New York City Police Department, NY
20033,Police Officer Michael J. Dunman,"Salt Lake City Police Department, UT","Monday, July 17, 2000",Bicycle accident,2000-07-17,2000,False,Salt Lake City Police Department, UT
20034,Deputy Sheriff Bruce Wayne Evans,"Jackson County Sheriff's Department, MS","Tuesday, July 18, 2000",Vehicular assault,2000-07-18,2000,False,Jackson County Sheriff's Department, MS
20035,Deputy Sheriff Shane Allen Britton,"Cass County Sheriff's Department, MI","Wednesday, July 19, 2000",Automobile accident,2000-07-19,2000,False,Cass County Sheriff's Department, MI
20036,Trooper Drew C. Chandler,"Massachusetts State Police, MA","Friday, July 21, 2000",Duty related illness,2000-07-21,2000,False,Massachusetts State Police, MA
20037,"Deputy Sheriff Oscar Clarence Hill, IV","Harris County Sheriff's Office, TX","Saturday, July 22, 2000",Vehicular assault,2000-07-22,2000,False,Harris County Sheriff's Office, TX
20038,Patrolman Justin Cain,"LaGrange Police Department, GA","Sunday, July 23, 2000",Automobile accident,2000-07-23,2000,False,LaGrange Police Department, GA
20039,Police Officer Allen Brad Rogers,"Atlanta Police Department, GA","Monday, July 24, 2000",Vehicular assault,2000-07-24,2000,False,Atlanta Police Department, GA
20040,Trooper Lynn McCarthy Ross,"Tennessee Highway Patrol, TN","Wednesday, July 26, 2000",Automobile accident,2000-07-26,2000,False,Tennessee Highway Patrol, TN
20041,Deputy Sheriff Wallace Edward Davis,"Clallam County Sheriff's Department, WA","Saturday, August 5, 2000",Gunfire,2000-08-05,2000,False,Clallam County Sheriff's Department, WA
20042,Trooper Randall Wade Vetter,"Texas Department of Public Safety - Texas Highway Patrol, TX","Monday, August 7, 2000",Gunfire,2000-08-07,2000,False,Texas Department of Public Safety - Texas Highway Patrol, TX
20043,"Police Officer Robert J. Stanze, II","St. Louis Metropolitan Police Department, MO","Tuesday, August 8, 2000",Gunfire,2000-08-08,2000,False,St. Louis Metropolitan Police Department, MO
20044,Military Police Officer Brian Thomas Gleason,"United States Army Military Police Corps, US","Wednesday, August 9, 2000",Automobile accident,2000-08-09,2000,False,United States Army Military Police Corps, US
20045,Police Officer Richard George Magan,"Fall River Police Department, MA","Friday, August 11, 2000",Fall,2000-08-11,2000,False,Fall River Police Department, MA
20046,Deputy Sheriff Sung Hui Bang,"Milwaukee County Sheriff's Office, WI","Thursday, August 17, 2000",Aircraft accident,2000-08-17,2000,False,Milwaukee County Sheriff's Office, WI
20047,Deputy Sheriff I Ralph Edward Zylka,"Milwaukee County Sheriff's Office, WI","Thursday, August 17, 2000",Aircraft accident,2000-08-17,2000,False,Milwaukee County Sheriff's Office, WI
20048,"Senior Corporal Harold Franklin Baird, Jr.","Dallas Police Department, TX","Saturday, August 19, 2000",Vehicular assault,2000-08-19,2000,False,Dallas Police Department, TX
20049,Sergeant Carlton Daniel Jenkins,"Camden County Sheriff's Office, GA","Monday, August 28, 2000",Gunfire,2000-08-28,2000,False,Camden County Sheriff's Office, GA
20050,"Detective Thomas F. Henry, Sr.","Bel-Ridge Police Department, MO","Tuesday, August 29, 2000",Heart attack,2000-08-29,2000,False,Bel-Ridge Police Department, MO
20051,"Corporal Theodore Joseph ""Ted"" Foss","Minnesota State Patrol, MN","Thursday, August 31, 2000",Struck by vehicle,2000-08-31,2000,False,Minnesota State Patrol, MN
20052,Police Officer Jeffrey Dean Rominger,"Oklahoma City Police Department, OK","Thursday, August 31, 2000",Vehicle pursuit,2000-08-31,2000,False,Oklahoma City Police Department, OK
20053,Trooper Matthew Scott Evans,"Oklahoma Highway Patrol, OK","Thursday, August 31, 2000",Vehicle pursuit,2000-08-31,2000,False,Oklahoma Highway Patrol, OK
20054,Police Officer Kevin Curtis Crayon,"Cincinnati Police Department, OH","Friday, September 1, 2000",Vehicular assault,2000-09-01,2000,False,Cincinnati Police Department, OH
20055,Police Officer Dennis Michael Licata,"Denver Police Department, CO","Wednesday, September 6, 2000",Motorcycle accident,2000-09-06,2000,False,Denver Police Department, CO
20056,Assistant Chief Emma Mae Horton,"Goodman Police Department, MS","Friday, September 8, 2000",Gunfire,2000-09-08,2000,False,Goodman Police Department, MS
